dateReunion,adresse,idRepas
2024-02-03,"24, rue Robert 75624 Benoit-sur-Aubert",8398988598
2022-08-15,"27, rue Girard 17980 Lacombe-les-Bains",8201618583
2021-12-29,"8, rue Dumas 32441 David",5918131569
2021-11-27,"18, avenue Descamps 62353 Saint Margaux",2491668340
2022-01-26,avenue Gilles 06756 Petit,3777425119
2020-02-17,rue de Tanguy 44327 Sainte Antoine,9458426081
2024-02-23,"83, rue Raymond Bourgeois 48520 Ollivier",3777425119
2022-12-22,"690, boulevard Constance Martinez 69634 Lucas",7736347226
2023-11-18,"61, boulevard de Blanc 67736 Sainte Simonenec",6852238187
2024-01-31,"690, boulevard Constance Martinez 69634 Lucas",8089011446
2021-01-11,"55, chemin Denis Dufour 95266 Chartier",1792834852
2023-01-22,"943, avenue de Vallée 53176 Le Rouxboeuf",4202068271
2022-01-31,"11, avenue Carlier 57944 Legrand",1378229551
2022-06-20,"690, boulevard Constance Martinez 69634 Lucas",7558078163
2020-01-22,"38, chemin Julien 15846 Peron-sur-Grenier",7494527871
2021-12-29,"1, boulevard Coste 89602 Delattre-sur-Raymond",4462594545
2023-02-09,rue de Mendès 47183 Pereznec,7667804790
2020-05-13,"61, boulevard de Blanc 67736 Sainte Simonenec",5719877351
2022-05-02,"2, avenue de Raynaud 39343 Jourdan",9946124751
2025-01-07,"11, avenue Carlier 57944 Legrand",6852238187
2021-04-29,"37, avenue Pierre Rodriguez 97636 Baron",2897885177
2022-01-26,"1, boulevard Coste 89602 Delattre-sur-Raymond",8020970533
2023-12-29,"2, avenue Adèle Jean 20179 Sainte AndréeVille",3182569704
2024-03-08,"27, rue Girard 17980 Lacombe-les-Bains",4908711034
2020-05-08,"92, rue de Gaillard 02327 ReyBourg",5116884576
2020-03-14,"8, rue Joséphine Allard 47545 Sainte Éric-sur-Mer",3473904497
2022-01-24,avenue Gilles 06756 Petit,9541483757
2022-05-02,chemin de Faivre 97611 Saint Alfred-sur-Mer,5330764083
2021-01-15,"24, rue Robert 75624 Benoit-sur-Aubert",7844909723
2024-02-24,"690, boulevard Constance Martinez 69634 Lucas",4805590261
2021-11-16,"37, avenue Pierre Rodriguez 97636 Baron",5719877351
2022-04-02,"12, chemin Letellier 83914 Jacquet",5289310499
2020-10-22,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",2383688471
2020-12-20,"82, boulevard Lemoine 54413 Sainte Margotnec",7401860495
2024-03-10,"61, boulevard de Blanc 67736 Sainte Simonenec",8152324423
2022-01-24,"435, boulevard Frédéric Texier 56186 Saint Victorn",2897885177
2023-02-09,"9, avenue Bertrand Pons 15496 Lefort-sur-Hebert",2109752261
2023-01-01,"37, avenue Pierre Rodriguez 97636 Baron",2383688471
2023-11-21,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",7610399927
2023-03-27,"943, avenue de Vallée 53176 Le Rouxboeuf",1182563319
2025-02-24,"1, boulevard Coste 89602 Delattre-sur-Raymond",5666309654
2023-12-02,"59, boulevard de Vallet 67649 Perrotboeuf",8487821390
2020-12-04,"85, avenue Margaux Fernandez 24712 Saint Julie-sur",9816731658
2024-02-02,boulevard de Ribeiro 90180 Ruiz-les-Bains,1189575492
2024-01-27,"690, boulevard Constance Martinez 69634 Lucas",2307730250
2022-10-10,"2, avenue de Raynaud 39343 Jourdan",2109752261
2021-03-02,"75, avenue de Michel 81614 Meunierdan",5646027845
2024-01-05,"69, chemin Le Goff 62402 Saint David",8211983103
2025-12-09,"16, boulevard Barre 97373 Sainte LuceVille",1436002599
2023-02-21,"87, chemin de Lemaire 48306 Saint Valérienec",7652110898
2023-12-16,"8, chemin Fernandez 47926 Henry-les-Bains",7033884575
2020-05-19,"38, chemin Julien 15846 Peron-sur-Grenier",8102096044
2023-11-30,"38, chemin Julien 15846 Peron-sur-Grenier",7657538937
2021-12-21,"75, avenue de Michel 81614 Meunierdan",2383688471
2020-10-13,"28, rue Rodrigues 95203 Gilbert",5330764083
2022-02-26,"69, chemin Le Goff 62402 Saint David",7033884575
2023-06-16,rue de Tanguy 44327 Sainte Antoine,7802888662
2021-04-19,"27, rue Girard 17980 Lacombe-les-Bains",5591856964
2021-01-31,avenue Gilles 06756 Petit,3606806005
2024-02-02,"943, avenue de Vallée 53176 Le Rouxboeuf",3390468257
2020-10-20,"69, chemin Le Goff 62402 Saint David",3029896198
2022-01-17,rue De Sousa 82879 Roche,9584294661
2023-02-14,"94, avenue de Bigot 49107 Sainte Mathilde-les-Bain",3973728313
2021-09-03,rue de Mendès 47183 Pereznec,4229550796
2021-12-16,"79, chemin de Thibault 97228 Mahe",9438076100
2023-01-16,"48, boulevard Muller 71270 Klein-sur-Mer",1486061590
2020-02-20,"83, rue Raymond Bourgeois 48520 Ollivier",5213702416
2022-02-28,"61, boulevard de Blanc 67736 Sainte Simonenec",8102096044
2021-02-18,"92, rue de Cousin 56814 Saint Adrienne",8487821390
2020-06-08,"29, chemin de Maréchal 31762 Pascal-sur-Joly",7423679684
2024-02-04,"20, chemin de Pineau 26928 Fernandez",8927419432
2022-01-21,"87, chemin de Lemaire 48306 Saint Valérienec",8249154777
2022-12-28,avenue Gilles 06756 Petit,5384610201
2021-09-06,"79, chemin de Thibault 97228 Mahe",6852238187
2021-02-19,"23, boulevard Patrick Boulanger 22560 Sainte Margo",3398897037
2023-04-16,"51, boulevard de Jean 97679 Sainte Valérieboeuf",7889246495
2020-12-22,"943, avenue de Vallée 53176 Le Rouxboeuf",2467117348
2024-01-27,"1, boulevard Coste 89602 Delattre-sur-Raymond",5278539026
2022-10-04,"8, chemin Fernandez 47926 Henry-les-Bains",5638284296
2026-02-21,"61, boulevard de Blanc 67736 Sainte Simonenec",4400649560
2024-02-10,"943, avenue de Vallée 53176 Le Rouxboeuf",1932326754
2023-11-05,"8, boulevard de Weiss 12784 Saint Luc",2582535917
