SIRET,idGroupe,RFID,nomCroyance
55627527881308,6356963178,7258343822,Anti-ananas-sur-raclette
29007121912554,3038314745,1690455646,Anti-légume
23421169317648,7713134262,1945700907,Anti-légume
92578022077836,6774919538,9345309736,Anti-légume
51702503153255,1083144912,4068734430,Anti-légume
64717768616115,7919556033,3632399534,Anti-ananas-sur-raclette
58903816331381,9072452886,6966186999,Anti-ananas-sur-raclette
81863341627805,4526121248,2825210090,Anti-légume
30426192025617,6050453215,4940297483,Anti-légume
06993304653729,5366105887,8085104097,Anti-légume
23421169317648,3322968243,1563547597,Anti-légume
35937003762553,8030289257,9735411844,Anti-légume
29007121912554,3038314745,2555416337,Anti-ananas-sur-raclette
58903816331381,9072452886,1865846398,Anti-ananas-sur-raclette
51702503153255,1083144912,3267772568,Anti-ananas-sur-raclette
55092167093295,6793816076,1150731281,Anti-ananas-sur-raclette
53060616902393,2954742847,9931992520,Anti-ananas-sur-raclette
36788219232010,5735019659,3942815669,Anti-légume
84377770359465,9596329928,1509078684,Anti-légume
38934376101739,3030842343,8232602085,Anti-légume
33058399718832,5877273185,9356513457,Anti-ananas-sur-raclette
58903816331381,9072452886,1971774512,Anti-légume
89515745207186,4946804105,5019471991,Anti-ananas-sur-raclette
83907434907681,9483825704,2790107868,Anti-ananas-sur-raclette
90456978427461,2369643785,2938660884,Anti-ananas-sur-raclette
81167159265939,7999060766,6572626689,Anti-ananas-sur-raclette
84747849229230,2548185245,7757465391,Anti-légume
96073577228654,7738358497,4104807162,Anti-légume
51258572017295,2740300555,1280369545,Anti-ananas-sur-raclette
90456978427461,2369643785,1096043133,Anti-ananas-sur-raclette
70263465761771,2945965350,7104425548,Anti-ananas-sur-raclette
53749997792491,4131911466,6045904756,Anti-légume
83876695122502,8054020172,8173144795,Anti-ananas-sur-raclette
84747849229230,2548185245,5981762466,Anti-ananas-sur-raclette
69511036882363,2557438769,7321101273,Anti-légume
41060060164448,5480431818,2639046428,Anti-légume
79319466934413,7935233743,4363674748,Anti-légume
80903770168495,8659756853,5383045718,Anti-légume
36788219232010,2447515723,9687006218,Anti-légume
83907434907681,9483825704,3512206603,Anti-ananas-sur-raclette
80903770168495,8659756853,9583241579,Anti-légume
38934376101739,3030842343,5116498464,Anti-ananas-sur-raclette
83907434907681,9483825704,2570703425,Anti-légume
83907434907681,9483825704,5199531443,Anti-ananas-sur-raclette
35937003762553,8358901571,7182718183,Anti-ananas-sur-raclette
32248510419942,2587949349,1728156979,Anti-ananas-sur-raclette
14548937752788,3462875358,1753185442,Anti-ananas-sur-raclette
55627527881308,6356963178,8924996069,Anti-ananas-sur-raclette
32248510419942,9252043601,9332989394,Anti-ananas-sur-raclette
11514703785093,8283391142,8264364548,Anti-ananas-sur-raclette
49391417241429,4551123954,2826654215,Anti-légume
14548937752788,3462875358,9416018219,Anti-légume
79319466934413,8236279818,5891424998,Anti-ananas-sur-raclette
48760293112824,2829168963,7121417884,Anti-légume
92578022077836,6774919538,6908159777,Anti-ananas-sur-raclette
49917554883966,3794479229,1070044809,Anti-légume
37712325010813,3487627735,4297331922,Anti-ananas-sur-raclette
97619788371160,8894037471,6201487002,Anti-légume
63950133687266,3538927591,1814324625,Anti-légume
89515745207186,4946804105,6052332734,Anti-ananas-sur-raclette
23421169317648,7713134262,9806974072,Anti-ananas-sur-raclette
44112288376085,3431295653,9366654938,Anti-ananas-sur-raclette
70263465761771,2945965350,2533523397,Anti-ananas-sur-raclette
79319466934413,8236279818,4854080331,Anti-ananas-sur-raclette
33058399718832,5877273185,7599582898,Anti-ananas-sur-raclette
69511036882363,2557438769,5039889223,Anti-ananas-sur-raclette
55627527881308,6356963178,3204059989,Anti-légume
81167159265939,7999060766,4884462924,Anti-ananas-sur-raclette
06993304653729,5366105887,8353017045,Anti-légume
37712325010813,3487627735,9889172888,Anti-légume
32248510419942,9252043601,9899459685,Anti-légume
03363878717889,8654757824,9530534826,Anti-légume
49917554883966,3794479229,7810813653,Anti-ananas-sur-raclette
35937003762553,8358901571,5826502668,Anti-légume
89515745207186,4946804105,5317959753,Anti-ananas-sur-raclette
46800968940449,7967163462,9828226546,Anti-ananas-sur-raclette
49917554883966,3794479229,4338013827,Anti-ananas-sur-raclette
32248510419942,9252043601,8748231228,Anti-ananas-sur-raclette
03363878717889,8654757824,2914219483,Anti-légume
58903816331381,9072452886,5208173394,Anti-légume
03363878717889,8654757824,7275111083,Anti-ananas-sur-raclette
55092167093295,6793816076,3157673041,Anti-ananas-sur-raclette
50318444534242,1177570259,8009673030,Anti-légume
53060616902393,2954742847,3434973607,Anti-légume
53749997792491,4131911466,3564733055,Anti-légume
89515745207186,5664845352,9341622703,Anti-ananas-sur-raclette
64717768616115,7919556033,6769819351,Anti-ananas-sur-raclette
51702503153255,1083144912,9527498890,Anti-ananas-sur-raclette
98329158407802,8970764836,7493340553,Anti-légume
33058399718832,5877273185,7572928262,Anti-légume
79319466934413,7935233743,5406936166,Anti-légume
57003007362412,2020403668,2418818130,Anti-ananas-sur-raclette
35937003762553,8030289257,7152561691,Anti-légume
97619788371160,8894037471,3883424655,Anti-légume
49917554883966,3794479229,5182825844,Anti-légume
37712325010813,3487627735,3500477723,Anti-ananas-sur-raclette
33058399718832,5877273185,7936326540,Anti-ananas-sur-raclette
98183300737893,7970714119,9956202580,Anti-ananas-sur-raclette
61145436460441,5622045506,4508468579,Anti-ananas-sur-raclette
50318444534242,1177570259,5654359585,Anti-ananas-sur-raclette
22389614872404,4437557565,1884884952,Anti-ananas-sur-raclette
23421169317648,3322968243,6610491719,Anti-légume
90456978427461,2369643785,6850010500,Anti-légume
49391417241429,3498683433,8370582563,Anti-légume
44112288376085,3431295653,1714062568,Anti-ananas-sur-raclette
96073577228654,7738358497,3323503861,Anti-ananas-sur-raclette
32248510419942,2587949349,9344937453,Anti-légume
36788219232010,5735019659,7278398654,Anti-ananas-sur-raclette
24818656352324,4261260447,7984829795,Anti-ananas-sur-raclette
31600246537342,1231672681,2315444877,Anti-ananas-sur-raclette
81167159265939,7999060766,9324990788,Anti-légume
83907434907681,9483825704,5890875657,Anti-légume
63950133687266,3538927591,9422481227,Anti-légume
22389614872404,4437557565,2670304488,Anti-légume
51258572017295,2740300555,8729217207,Anti-légume
83876695122502,8054020172,1937036822,Anti-légume
36788219232010,2447515723,5619045659,Anti-légume
90456978427461,2369643785,9227514684,Anti-légume
23421169317648,3322968243,7978689482,Anti-légume
29007121912554,3038314745,8697831341,Anti-légume
49391417241429,3498683433,8841817316,Anti-ananas-sur-raclette
05466078207131,7459875960,6116450606,Anti-légume
28088992559814,6723047732,2933136865,Anti-ananas-sur-raclette
81167159265939,7999060766,5186799601,Anti-ananas-sur-raclette
57003007362412,2020403668,5272295126,Anti-légume
35937003762553,8876413213,5237576723,Anti-ananas-sur-raclette
03363878717889,8654757824,6993864584,Anti-légume
97619788371160,8894037471,3752532665,Anti-légume
35937003762553,8358901571,2612660154,Anti-ananas-sur-raclette
31600246537342,1231672681,6391431727,Anti-légume
57003007362412,2020403668,6749986246,Anti-légume
83907434907681,9483825704,8849108049,Anti-ananas-sur-raclette
51258572017295,2740300555,7870582518,Anti-ananas-sur-raclette
84747849229230,2548185245,9481645138,Anti-ananas-sur-raclette
22389614872404,4437557565,5675579426,Anti-ananas-sur-raclette
13484140289071,7382270602,2928039956,Anti-légume
55092167093295,6793816076,9125643898,Anti-légume
44112288376085,3431295653,9270992492,Anti-légume
80723535542121,1214418842,1152536869,Anti-légume
66605720133153,9049066537,4285980976,Anti-ananas-sur-raclette
69511036882363,2557438769,6988295057,Anti-légume
81863341627805,4526121248,5742262274,Anti-légume
03363878717889,8654757824,7376687163,Anti-ananas-sur-raclette
33058399718832,5877273185,8809526661,Anti-ananas-sur-raclette
03791523220638,8965668535,9791191481,Anti-ananas-sur-raclette
13484140289071,7382270602,7535644819,Anti-ananas-sur-raclette
79317073641194,1291576549,4967090749,Anti-ananas-sur-raclette
35937003762553,8876413213,3390998436,Anti-ananas-sur-raclette
36788219232010,5735019659,3455020509,Anti-légume
98329158407802,8970764836,9918535611,Anti-légume
37712325010813,3487627735,5586284492,Anti-légume
98183300737893,7970714119,8872070541,Anti-légume
11514703785093,8283391142,4693179245,Anti-ananas-sur-raclette
35937003762553,8876413213,1925659464,Anti-légume
97619788371160,8894037471,3804307645,Anti-ananas-sur-raclette
51258572017295,2740300555,6229220357,Anti-légume
96073577228654,7738358497,8421049858,Anti-ananas-sur-raclette
28088992559814,6723047732,7618120796,Anti-ananas-sur-raclette
83907434907681,9483825704,3093334932,Anti-ananas-sur-raclette
50318444534242,1177570259,9186153113,Anti-ananas-sur-raclette
57003007362412,2020403668,6416534493,Anti-ananas-sur-raclette
51702503153255,8968339833,3731901275,Anti-ananas-sur-raclette
98329158407802,8970764836,6943753274,Anti-ananas-sur-raclette
53060616902393,2954742847,1921169950,Anti-ananas-sur-raclette
79317073641194,1291576549,5620328445,Anti-légume
89515745207186,5664845352,7793490929,Anti-ananas-sur-raclette
38934376101739,3030842343,1754047728,Anti-ananas-sur-raclette
38934376101739,3030842343,2176597079,Anti-ananas-sur-raclette
03363878717889,8654757824,8969071734,Anti-légume
84377770359465,9596329928,6332777417,Anti-ananas-sur-raclette
79317073641194,1291576549,3907900473,Anti-légume
05466078207131,7459875960,7042224155,Anti-ananas-sur-raclette
84747849229230,2548185245,9224548667,Anti-ananas-sur-raclette
50318444534242,1177570259,4370359310,Anti-légume
63950133687266,3538927591,7256408146,Anti-légume
58903816331381,9072452886,8349514629,Anti-légume
31600246537342,1231672681,5751813646,Anti-ananas-sur-raclette
06993304653729,5366105887,4814420892,Anti-légume
36788219232010,2447515723,1243555936,Anti-légume
70263465761771,2945965350,4475602161,Anti-ananas-sur-raclette
97619788371160,8894037471,3596709797,Anti-ananas-sur-raclette
06993304653729,5366105887,9704283601,Anti-ananas-sur-raclette
89515745207186,4946804105,2199876943,Anti-légume
80723535542121,1214418842,5237302236,Anti-légume
11514703785093,8283391142,9334315080,Anti-légume
22389614872404,4437557565,5419622512,Anti-légume
49391417241429,3498683433,4715279815,Anti-ananas-sur-raclette
22389614872404,4437557565,2481581788,Anti-légume
80723535542121,1214418842,7589366230,Anti-ananas-sur-raclette
80903770168495,8659756853,5971554019,Anti-légume
96073577228654,7738358497,5821676933,Anti-ananas-sur-raclette
00525055521081,3706917257,6374762882,Anti-légume
81167159265939,7999060766,3808637722,Anti-légume
35937003762553,8876413213,8179811979,Anti-ananas-sur-raclette
35937003762553,8030289257,2826120714,Anti-légume
49391417241429,4551123954,3739201610,Anti-légume
98329158407802,8970764836,9934796094,Anti-légume
03363878717889,8654757824,5528664120,Anti-ananas-sur-raclette
53060616902393,2954742847,5066515633,Anti-ananas-sur-raclette
00525055521081,3706917257,8121582126,Anti-légume
63950133687266,3538927591,8175006906,Anti-ananas-sur-raclette
69511036882363,2557438769,3717490315,Anti-légume
22389614872404,4437557565,6378087297,Anti-ananas-sur-raclette
55627527881308,6356963178,5581687020,Anti-ananas-sur-raclette
46800968940449,7967163462,3195328079,Anti-ananas-sur-raclette
03791523220638,8965668535,1137176506,Anti-ananas-sur-raclette
35937003762553,8030289257,3638885254,Anti-ananas-sur-raclette
97619788371160,8894037471,9864015419,Anti-légume
55092167093295,6793816076,4985046974,Anti-ananas-sur-raclette
23421169317648,7713134262,4183883238,Anti-légume
05466078207131,7459875960,9677832543,Anti-légume
49391417241429,3498683433,1137635354,Anti-légume
35937003762553,8030289257,8990341011,Anti-ananas-sur-raclette
03791523220638,8965668535,8760093515,Anti-légume
69511036882363,2557438769,8580059146,Anti-légume
22389614872404,4437557565,5960736005,Anti-légume
55627527881308,6356963178,8364452665,Anti-légume
84747849229230,2548185245,2550303053,Anti-légume
80723535542121,1214418842,7847531526,Anti-légume
36788219232010,2447515723,2836499533,Anti-ananas-sur-raclette
06993304653729,5366105887,6798699000,Anti-légume
24818656352324,4261260447,4678466400,Anti-légume
35937003762553,8030289257,5849881217,Anti-ananas-sur-raclette
11514703785093,8283391142,2320399670,Anti-ananas-sur-raclette
81863341627805,4526121248,1154616291,Anti-ananas-sur-raclette
31600246537342,1231672681,2575207368,Anti-ananas-sur-raclette
44112288376085,3431295653,7881397778,Anti-légume
61145436460441,5622045506,5074600817,Anti-ananas-sur-raclette
83876695122502,8054020172,5730539825,Anti-légume
41060060164448,5480431818,2994389632,Anti-ananas-sur-raclette
22389614872404,4437557565,2917309304,Anti-légume
79319466934413,8236279818,5493736622,Anti-légume
53749997792491,4131911466,9493701661,Anti-légume
61145436460441,5622045506,1594354584,Anti-ananas-sur-raclette
05466078207131,7459875960,9386689466,Anti-légume
06993304653729,5366105887,6590956517,Anti-ananas-sur-raclette
05466078207131,7459875960,3548198465,Anti-légume
92578022077836,6774919538,2847570571,Anti-ananas-sur-raclette
51258572017295,2740300555,4602514204,Anti-ananas-sur-raclette
33058399718832,5877273185,2591024834,Anti-ananas-sur-raclette
29007121912554,3038314745,9956300621,Anti-légume
90456978427461,2369643785,3501342283,Anti-légume
24818656352324,4261260447,7300098212,Anti-ananas-sur-raclette
35937003762553,8358901571,1391405467,Anti-ananas-sur-raclette
33058399718832,5877273185,9239543250,Anti-légume
03791523220638,8965668535,2012427211,Anti-ananas-sur-raclette
14548937752788,3462875358,1531951125,Anti-ananas-sur-raclette
33058399718832,5877273185,4951652553,Anti-ananas-sur-raclette
92578022077836,6774919538,9245676993,Anti-légume
11514703785093,8283391142,8474791637,Anti-ananas-sur-raclette
23421169317648,7713134262,3791758387,Anti-ananas-sur-raclette
11514703785093,8283391142,2021032727,Anti-ananas-sur-raclette
81863341627805,4526121248,9946333810,Anti-légume
58903816331381,9072452886,4716304340,Anti-ananas-sur-raclette
05466078207131,7459875960,3232118474,Anti-légume
84377770359465,9596329928,3950836255,Anti-ananas-sur-raclette
55627527881308,6356963178,3278701398,Anti-ananas-sur-raclette
80903770168495,8659756853,7023921366,Anti-ananas-sur-raclette
14548937752788,3462875358,7099541623,Anti-ananas-sur-raclette
89515745207186,4946804105,6955705018,Anti-ananas-sur-raclette
98329158407802,8970764836,2101593812,Anti-légume
96073577228654,7738358497,8376716926,Anti-ananas-sur-raclette
51702503153255,1083144912,7918182957,Anti-ananas-sur-raclette
64717768616115,7919556033,9593660604,Anti-légume
83876695122502,8054020172,4003590869,Anti-ananas-sur-raclette
63950133687266,3538927591,2571095009,Anti-légume
84747849229230,2548185245,1814395171,Anti-ananas-sur-raclette
79319466934413,8236279818,3572837726,Anti-légume
51702503153255,8968339833,3049554555,Anti-légume
